# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 1.623999999999999994e-25
1.551999999999999957e+01 7.574999999999999675e-25
1.626000000000000156e+01 1.648999999999999923e-24
1.703000000000000114e+01 4.474999999999999636e-24
1.782999999999999829e+01 1.138999999999999971e-23
1.867999999999999972e+01 2.809999999999999758e-23
1.955999999999999872e+01 6.659999999999999510e-23
2.048999999999999844e+01 1.542000000000000027e-22
2.146000000000000085e+01 3.384999999999999827e-22
2.248000000000000043e+01 7.177000000000000023e-22
2.353999999999999915e+01 1.472000000000000064e-21
2.466000000000000014e+01 2.962999999999999826e-21
2.582999999999999829e+01 5.699999999999999642e-21
2.705000000000000071e+01 1.064999999999999997e-20
2.832999999999999829e+01 1.936999999999999966e-20
2.967000000000000171e+01 3.431000000000000030e-20
3.107999999999999829e+01 5.925000000000000491e-20
3.254999999999999716e+01 1.003999999999999988e-19
3.409000000000000341e+01 1.652999999999999987e-19
3.571000000000000085e+01 2.662999999999999812e-19
3.739999999999999858e+01 4.201999999999999866e-19
3.917000000000000171e+01 6.496999999999999980e-19
4.103000000000000114e+01 9.890999999999999986e-19
4.296999999999999886e+01 1.471999999999999948e-18
4.500999999999999801e+01 2.153000000000000022e-18
4.714000000000000057e+01 3.095999999999999935e-18
4.936999999999999744e+01 4.379000000000000349e-18
5.171000000000000085e+01 6.096999999999999990e-18
5.415999999999999659e+01 8.381000000000000317e-18
5.671999999999999886e+01 1.131999999999999985e-17
5.940999999999999659e+01 1.507000000000000070e-17
6.222999999999999687e+01 1.978000000000000106e-17
6.517000000000000171e+01 2.559999999999999937e-17
6.826000000000000512e+01 3.270999999999999928e-17
7.148999999999999488e+01 4.122000000000000099e-17
7.487999999999999545e+01 5.127999999999999831e-17
7.843000000000000682e+01 6.298000000000000230e-17
8.214000000000000057e+01 7.637999999999999571e-17
8.603000000000000114e+01 9.156000000000000276e-17
9.010999999999999943e+01 1.083999999999999964e-16
9.437999999999999545e+01 1.269000000000000011e-16
9.884999999999999432e+01 1.467999999999999892e-16
1.035000000000000000e+02 1.681000000000000099e-16
1.084000000000000057e+02 1.906000000000000058e-16
1.135999999999999943e+02 2.139000000000000097e-16
1.190000000000000000e+02 2.376999999999999971e-16
1.245999999999999943e+02 2.618999999999999761e-16
1.305000000000000000e+02 2.861999999999999963e-16
1.366999999999999886e+02 3.103999999999999754e-16
1.430999999999999943e+02 3.341999999999999874e-16
1.499000000000000057e+02 3.574999999999999913e-16
1.570000000000000000e+02 3.800000000000000118e-16
1.645000000000000000e+02 4.016000000000000078e-16
1.723000000000000114e+02 4.224000000000000204e-16
1.804000000000000057e+02 4.418999999999999921e-16
1.890000000000000000e+02 4.603000000000000051e-16
1.979000000000000057e+02 4.774999999999999691e-16
2.073000000000000114e+02 4.933000000000000483e-16
2.170999999999999943e+02 5.079999999999999716e-16
2.274000000000000057e+02 5.213999999999999527e-16
2.381999999999999886e+02 5.334999999999999916e-16
2.495000000000000000e+02 5.444000000000000306e-16
2.613000000000000114e+02 5.540000000000000288e-16
2.736000000000000227e+02 5.622999999999999862e-16
2.866000000000000227e+02 5.694000000000000424e-16
3.001999999999999886e+02 5.754000000000000413e-16
3.143999999999999773e+02 5.800999999999999994e-16
3.293000000000000114e+02 5.838000000000000398e-16
3.448999999999999773e+02 5.864000000000000228e-16
3.611999999999999886e+02 5.879000000000000472e-16
3.783000000000000114e+02 5.883999999999999567e-16
3.963000000000000114e+02 5.879000000000000472e-16
4.150000000000000000e+02 5.864999999999999653e-16
4.346999999999999886e+02 5.840999999999999658e-16
4.553000000000000114e+02 5.809000000000000321e-16
4.768999999999999773e+02 5.768000000000000246e-16
4.995000000000000000e+02 5.720000000000000255e-16
5.231000000000000227e+02 5.662999999999999526e-16
5.478999999999999773e+02 5.600000000000000277e-16
5.737999999999999545e+02 5.528999999999999715e-16
6.010000000000000000e+02 5.451999999999999647e-16
6.295000000000000000e+02 5.369000000000000074e-16
6.592999999999999545e+02 5.280000000000000008e-16
6.906000000000000227e+02 5.185000000000000436e-16
7.232999999999999545e+02 5.086000000000000208e-16
7.575000000000000000e+02 4.981999999999999899e-16
7.933999999999999773e+02 4.873999999999999919e-16
8.310000000000000000e+02 4.762000000000000268e-16
8.703999999999999773e+02 4.647000000000000372e-16
9.116000000000000227e+02 4.529000000000000229e-16
9.547999999999999545e+02 4.407999999999999841e-16
1.000000000000000000e+03 4.285000000000000110e-16
-----------------------


C40 O2 Excitation 6.00 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 3.685999999999999780e-26
1.551999999999999957e+01 7.025000000000000313e-25
1.626000000000000156e+01 1.691000000000000171e-24
1.703000000000000114e+01 4.717000000000000052e-24
1.782999999999999829e+01 1.199999999999999982e-23
1.867999999999999972e+01 3.028999999999999983e-23
1.955999999999999872e+01 7.340000000000000230e-23
2.048999999999999844e+01 1.735000000000000017e-22
2.146000000000000085e+01 3.887000000000000096e-22
2.248000000000000043e+01 8.403999999999999627e-22
2.353999999999999915e+01 1.756999999999999858e-21
2.466000000000000014e+01 3.603000000000000083e-21
2.582999999999999829e+01 7.057000000000000515e-21
2.705000000000000071e+01 1.342999999999999987e-20
2.832999999999999829e+01 2.482999999999999915e-20
2.967000000000000171e+01 4.472000000000000163e-20
3.107999999999999829e+01 7.850999999999999911e-20
3.254999999999999716e+01 1.352000000000000105e-19
3.409000000000000341e+01 2.261999999999999982e-19
3.571000000000000085e+01 3.700000000000000053e-19
3.739999999999999858e+01 5.927000000000000317e-19
3.917000000000000171e+01 9.302000000000000655e-19
4.103000000000000114e+01 1.436999999999999942e-18
4.296999999999999886e+01 2.170999999999999849e-18
4.500999999999999801e+01 3.219999999999999814e-18
4.714000000000000057e+01 4.696000000000000280e-18
4.936999999999999744e+01 6.736000000000000211e-18
5.171000000000000085e+01 9.508000000000000560e-18
5.415999999999999659e+01 1.324999999999999960e-17
5.671999999999999886e+01 1.814000000000000054e-17
5.940999999999999659e+01 2.446999999999999999e-17
6.222999999999999687e+01 3.254000000000000096e-17
6.517000000000000171e+01 4.267999999999999785e-17
6.826000000000000512e+01 5.525999999999999716e-17
7.148999999999999488e+01 7.053999999999999597e-17
7.487999999999999545e+01 8.888000000000000161e-17
7.843000000000000682e+01 1.106000000000000001e-16
8.214000000000000057e+01 1.358000000000000077e-16
8.603000000000000114e+01 1.649000000000000023e-16
9.010999999999999943e+01 1.976999999999999880e-16
9.437999999999999545e+01 2.342999999999999812e-16
9.884999999999999432e+01 2.745000000000000231e-16
1.035000000000000000e+02 3.183000000000000150e-16
1.084000000000000057e+02 3.655000000000000227e-16
1.135999999999999943e+02 4.153000000000000135e-16
1.190000000000000000e+02 4.673999999999999627e-16
1.245999999999999943e+02 5.216000000000000349e-16
1.305000000000000000e+02 5.771999999999999917e-16
1.366999999999999886e+02 6.339000000000000058e-16
1.430999999999999943e+02 6.913000000000000116e-16
1.499000000000000057e+02 7.489000000000000010e-16
1.570000000000000000e+02 8.064000000000000478e-16
1.645000000000000000e+02 8.635000000000000290e-16
1.723000000000000114e+02 9.199999999999999610e-16
1.804000000000000057e+02 9.754000000000000330e-16
1.890000000000000000e+02 1.029999999999999974e-15
1.979000000000000057e+02 1.082000000000000030e-15
2.073000000000000114e+02 1.134000000000000086e-15
2.170999999999999943e+02 1.183000000000000093e-15
2.274000000000000057e+02 1.231000000000000084e-15
2.381999999999999886e+02 1.278000000000000059e-15
2.495000000000000000e+02 1.321999999999999985e-15
2.613000000000000114e+02 1.365000000000000092e-15
2.736000000000000227e+02 1.405999999999999970e-15
2.866000000000000227e+02 1.443999999999999995e-15
3.001999999999999886e+02 1.481000000000000005e-15
3.143999999999999773e+02 1.515999999999999982e-15
3.293000000000000114e+02 1.548999999999999927e-15
3.448999999999999773e+02 1.580000000000000036e-15
3.611999999999999886e+02 1.608999999999999916e-15
3.783000000000000114e+02 1.635999999999999960e-15
3.963000000000000114e+02 1.660999999999999972e-15
4.150000000000000000e+02 1.683999999999999951e-15
4.346999999999999886e+02 1.705000000000000095e-15
4.553000000000000114e+02 1.724000000000000009e-15
4.768999999999999773e+02 1.741000000000000088e-15
4.995000000000000000e+02 1.755999999999999938e-15
5.231000000000000227e+02 1.768999999999999952e-15
5.478999999999999773e+02 1.780000000000000130e-15
5.737999999999999545e+02 1.789999999999999898e-15
6.010000000000000000e+02 1.796999999999999815e-15
6.295000000000000000e+02 1.802999999999999913e-15
6.592999999999999545e+02 1.806999999999999978e-15
6.906000000000000227e+02 1.809000000000000010e-15
7.232999999999999545e+02 1.809000000000000010e-15
7.575000000000000000e+02 1.806999999999999978e-15
7.933999999999999773e+02 1.804000000000000126e-15
8.310000000000000000e+02 1.798999999999999848e-15
8.703999999999999773e+02 1.791999999999999931e-15
9.116000000000000227e+02 1.784000000000000195e-15
9.547999999999999545e+02 1.774000000000000033e-15
1.000000000000000000e+03 1.762000000000000035e-15
-----------------------


C41 O2 Excitation 8.40 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 0.000000000000000000e+00
1.551999999999999957e+01 0.000000000000000000e+00
1.626000000000000156e+01 2.269000000000000004e-25
1.703000000000000114e+01 6.883999999999999794e-25
1.782999999999999829e+01 2.946000000000000108e-24
1.867999999999999972e+01 8.232000000000000202e-24
1.955999999999999872e+01 2.199999999999999942e-23
2.048999999999999844e+01 5.679999999999999787e-23
2.146000000000000085e+01 1.391999999999999938e-22
2.248000000000000043e+01 3.284000000000000018e-22
2.353999999999999915e+01 7.463000000000000256e-22
2.466000000000000014e+01 1.659000000000000050e-21
